date, rr, since start
2015-09-12 21:37:54 +0000, 1028, 458728
2015-09-12 21:37:55 +0000, 959, 459687
2015-09-12 21:37:56 +0000, 957, 460644
2015-09-12 21:37:57 +0000, 990, 461634
2015-09-12 21:37:58 +0000, 911, 462545
2015-09-12 21:37:59 +0000, 952, 463497
2015-09-12 21:38:00 +0000, 971, 464468
2015-09-12 21:38:01 +0000, 893, 465361
2015-09-12 21:38:02 +0000, 908, 466269
2015-09-12 21:38:02 +0000, 905, 467174
2015-09-12 21:38:03 +0000, 838, 468012
2015-09-12 21:38:04 +0000, 850, 468862
2015-09-12 21:38:05 +0000, 794, 469656
2015-09-12 21:38:05 +0000, 666, 470322
2015-09-12 21:38:05 +0000, 652, 470974
2015-09-12 21:38:06 +0000, 613, 471587
2015-09-12 21:38:06 +0000, 586, 472173
2015-09-12 21:38:07 +0000, 577, 472750
2015-09-12 21:38:08 +0000, 561, 473311
2015-09-12 21:38:08 +0000, 560, 473871
2015-09-12 21:38:09 +0000, 558, 474429
2015-09-12 21:38:09 +0000, 551, 474980
2015-09-12 21:38:10 +0000, 544, 475524
2015-09-12 21:38:10 +0000, 541, 476065
2015-09-12 21:38:11 +0000, 547, 476612
2015-09-12 21:38:11 +0000, 555, 477167
2015-09-12 21:38:12 +0000, 563, 477730
2015-09-12 21:38:13 +0000, 573, 478303
2015-09-12 21:38:13 +0000, 571, 478874
2015-09-12 21:38:14 +0000, 585, 479459
2015-09-12 21:38:14 +0000, 585, 480044
2015-09-12 21:38:15 +0000, 578, 480622
2015-09-12 21:38:16 +0000, 577, 481199
2015-09-12 21:38:16 +0000, 571, 481770
2015-09-12 21:38:17 +0000, 572, 482342
2015-09-12 21:38:17 +0000, 570, 482912
2015-09-12 21:38:18 +0000, 570, 483482
2015-09-12 21:38:18 +0000, 576, 484058
2015-09-12 21:38:20 +0000, 559, 484617
2015-09-12 21:38:20 +0000, 568, 485185
2015-09-12 21:38:20 +0000, 576, 485761
2015-09-12 21:38:21 +0000, 596, 486357
2015-09-12 21:38:21 +0000, 652, 487009
2015-09-12 21:38:22 +0000, 750, 487759
2015-09-12 21:38:23 +0000, 750, 488509
2015-09-12 21:38:24 +0000, 736, 489245
2015-09-12 21:38:24 +0000, 722, 489967
2015-09-12 21:38:25 +0000, 722, 490689
2015-09-12 21:38:26 +0000, 692, 491381
2015-09-12 21:38:26 +0000, 686, 492067
2015-09-12 21:38:27 +0000, 715, 492782
2015-09-12 21:38:28 +0000, 788, 493570
2015-09-12 21:38:29 +0000, 870, 494440
2015-09-12 21:38:30 +0000, 932, 495372
2015-09-12 21:38:31 +0000, 884, 496256
2015-09-12 21:38:31 +0000, 841, 497097
2015-09-12 21:38:32 +0000, 753, 497850
2015-09-12 21:38:33 +0000, 854, 498704
2015-09-12 21:38:34 +0000, 890, 499594
2015-09-12 21:38:35 +0000, 925, 500519
2015-09-12 21:38:36 +0000, 938, 501457
2015-09-12 21:38:37 +0000, 873, 502330
2015-09-12 21:38:37 +0000, 806, 503136
2015-09-12 21:38:38 +0000, 745, 503881
2015-09-12 21:38:39 +0000, 715, 504596
